category,title,slug,source_url,tagline,players,difficulty,age,vibes,description,trailer_url,booking_url,gallery_image_count,gallery_image_urls,needs_review
VR Escape,Escape the Lost Pyramid,escape-the-lost-pyramid,https://overworld.com.sg/experience/escape-the-lost-pyramid/,Brave the depths of an ancient pyramid in Egypt to uncover its lost secrets.,2-4,Easy,13+,Puzzle & Escape; Adventure; Co-op,"Escape The Lost Pyramid is an escape game in Virtual Reality, taking place in the world of Assassin's Creed Origins.
Welcome to the Animus.
February 1928. An expedition led by Sir Beldon Frye disappears somewhere in the Sinai Peninsula. A team of four and a dozen indigenous porters. They were looking for the Lost Pyramid of Nebka... Or more precisely ""something"" that should have been there. They were never seen again.
Using the simulation reconstructed from their DNA memory, your team will put themselves in the shoes of the explorers.
Find out what happened to the expedition. And more importantly: locate what they were looking for.",https://www.youtube.com/embed/dPilLs6oASk?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/1_3.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/235-440x293-1.jpg,
VR Escape,Escape the Worlds,escape-the-worlds,https://overworld.com.sg/experience/escape-the-worlds/,Travel between worlds to find your way home - but each world has its rules.,2-4,Hard,13+,Adventure,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-3-1024x576.jpg,Yes
VR Escape,House of Fear,house-of-fear,https://overworld.com.sg/experience/house-of-fear/,Investigate the haunted halls - if your nerves can take it.,2-4,Easy,16+,Puzzle & Escape,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,House of Fear: Call of Blood,house-of-fear-call-of-blood,https://overworld.com.sg/experience/house-of-fear-call-of-blood/,A bloodcurdling descent into a vampiric nightmare. Only the brave survive.,2-4,Medium,16+,Puzzle & Escape,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,House of Fear: Cursed Souls,house-of-fear-cursed-souls,https://overworld.com.sg/experience/house-of-fear-cursed-souls/,Trapped souls cry out for release - will you be brave enough to free them?,2-4,Easy,16+,Puzzle & Escape,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,Huxley VR,huxley-vr,https://overworld.com.sg/experience/huxley-vr/,A friendly robot guides you through a world where humans no longer exist.,2-4,Medium,13+,Puzzle & Escape; Adventure; Co-op,"3007 AD: The world, as you know it, is gone. Mankind was replaced by machines. What was once green, is now destroyed. You are the last, remaining survivors, with one mission: to help HUXLEY. With your first step into the virtual reality, you have 44 minutes to reverse the apocalypse. Everything you need to succeed can be found within your team: Adrenaline, a fighting spirit and a desire to win. Do you have what it takes to save the world? Well, what are you waiting for? The clock is ticking!",https://www.youtube.com/embed/4z5EEXxY3YI?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/Exit-VR-Huxley-2.png; https://overworld.com.sg/wp-content/uploads/2026/04/huxley-vr-4-1000x600-1.avif,
VR Escape,Jumper,jumper,https://overworld.com.sg/experience/jumper/,Leap between dimensions to unravel a multiverse-spanning mystery.,2-4,Hard,13+,Puzzle & Escape; Adventure; Co-op,"The agency « Unravel Corp », specialized in unexplained phenomena, is looking for new confirmed agents for a high-risk mission.
Radars detected an unknown wave coming from an estimated 5,000-year-old artefact located below an unlisted disused mine in Mexico.
The agency has a secret laboratory in which it has developed a teleportation machine to get you to some inaccessible places to humans.
Your mission consists in finding the artefact without being killed. You'll have approximately 50 minutes to come back, after this, there will be no possible return.",https://www.youtube.com/embed/4snD-hib6_k?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/16_9_InGameScreenshot_DeathZone.avif; https://overworld.com.sg/wp-content/uploads/2026/04/16_9_InGameScreenshot_labo.avif,
VR Escape,Jungle Quest,jungle-quest,https://overworld.com.sg/experience/jungle-quest/,A family-friendly jungle adventure perfect for first-time VR explorers.,2-4,Easy,8+,Puzzle & Escape; Casual & Party; Adventure; Co-op,"During a walk in the park, you found a portal that leads to the mysterious world. An amazing sanctuary populated by animals appears in front of you. But how do you get back? Two or four players must work together to find the way home, you have to solve a series of puzzles and explore the mysterious world of flying islands!",https://www.youtube.com/embed/pG5W_HHFzkk?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/Jungle-Quest-6.webp; https://overworld.com.sg/wp-content/uploads/2026/04/JungleQuest.webp,
VR Escape,Mission Sigma,mission-sigma,https://overworld.com.sg/experience/mission-sigma/,A tactical co-op mission where stealth and teamwork are the only way out.,2-6,Easy,10+,Puzzle & Escape; Adventure; Tactical,"On the roof of an abandoned high-rise, a maniac has installed a nuclear warhead with a timer on it. The building itself has been filled with intricate traps and obstacles. The secret service has helped you infiltrate the courtyard. The rest is down to you. Can you get past all the traps and preempt a nuclear attack?",https://www.youtube.com/embed/crkjQtRChU4?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/MS03.webp; https://overworld.com.sg/wp-content/uploads/2026/04/Mission-Sigma-1.webp,
VR Escape,Prince of Persia: The Dagger of Time,prince-of-persia-the-dagger-of-time,https://overworld.com.sg/experience/prince-of-persia-the-dagger-of-time/,Master the dagger of time and rewrite fate in this Ubisoft escape adventure.,2-4,Hard,13+,Puzzle & Escape; Adventure; Co-op,"Prince of Persia: The Dagger Of Time is a Virtual Reality Escape Game set in the world of Prince of Persia which enables you to experience time control. You will be able to experience something impossible in real life: to slow, stop or even rewind time!
The story takes place just after the events of the Two Thrones. The players are summoned by Kaileena, the Empress of Time, to stop the evil plans of a Magi who is attempting to restore the sands to the Hourglass to create an army of Sand Monsters. Kaileena restores and gives the Dagger of Time to the players so they can reach the Hourglass Chamber and use it to stop the Magi. Will you make it on time?",https://www.youtube.com/embed/6ysxrcL72b4?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/POPDOT_Garden_Tower_01.avif; https://overworld.com.sg/wp-content/uploads/2026/04/TheDaggerOfTime_KA_1920.avif,
VR Escape,Sanctum,sanctum,https://overworld.com.sg/experience/sanctum/,Enter the sanctum - but the dark forces within may not let you leave.,2-4,Hard,16+,Puzzle & Escape,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,Save Notre-Dame on Fire,save-notre-dame-on-fire,https://overworld.com.sg/experience/save-notre-dame-on-fire/,Step into the boots of a firefighter and save Notre-Dame from the historic blaze.,2,Medium,13+,Puzzle & Escape; Adventure; Co-op,"Save Notre-Dame On Fire is a virtual reality escape game that recounts the historic rescue of Notre-Dame de Paris during the fire that almost destroyed the cathedral on April 15, 2019.
This escape game is based on the movie ""Notre-Dame On Fire"" by Jean-Jacques Annaud and seeks to pay further tribute to the Paris fire brigade who helped make the game immersive and authentic. For 45 minutes, become a firefighter who saves the cathedral and its most precious treasure: the crown of thorns. Look for the sacred relic's safe, a well-kept secret; navigate the nave in flames after the spire collapses; then ascend the North tower overhanging Paris and relive the last chance mission in the belfry.",https://www.youtube.com/embed/AzLzh9pnuAk?feature=oembed,https://bookeo.com/overworldKallangwavemall,2,https://overworld.com.sg/wp-content/uploads/2026/04/ENDOF_Screenshot_Spirecollapse_FINAL.avif; https://overworld.com.sg/wp-content/uploads/2026/04/Save-Notre-Dame-screenshot_Firefighter_FINAL1-1024x576-1.png,
VR Escape,Signal Lost,signal-lost,https://overworld.com.sg/experience/signal-lost/,A futuristic mystery where every transmission could be your last.,2-4,Medium,13+,Puzzle & Escape; Adventure,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,Survival,survival,https://overworld.com.sg/experience/survival/,Stranded in the wild - work together to survive and find your way home.,2-4,Medium,10+,Adventure,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
VR Escape,The Prison,the-prison,https://overworld.com.sg/experience/the-prison/,"Plan the perfect breakout. Every second counts, every move matters.",2-4,Hard,13+,Puzzle & Escape; Adventure,,,https://bookeo.com/overworldKallangwavemall,3,https://overworld.com.sg/wp-content/uploads/2026/04/escape-the-worlds-1024x585.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker.jpg; https://overworld.com.sg/wp-content/uploads/2026/04/dream-hacker-2-1024x550.jpg,Yes
